2,0, Start_track,,,
2,0, MIDI_port,0,,
2,0, Title_t," ""Pianoforte""",,
2,0, Control_c,0,0,0
2,0, Control_c,0,32,0
2,0, Program_c,0,0,
2,0, Control_c,0,7,124
2,0, Control_c,0,10,64
2,0, Control_c,0,91,49
2,9004, Control_c,0,64,24
2,9080, Control_c,0,64,72
2,9096, Control_c,0,64,104
2,9112, Control_c,0,64,127
2,9266, Control_c,0,91,127
2,9268, Control_c,0,64,56
2,9284, Control_c,0,64,0
2,9308, Note_on_c,0,56,77
2,9308, Note_on_c,0,61,75
2,9308, Note_on_c,0,53,82
2,9308, Note_on_c,0,65,92
2,9316, Note_on_c,0,37,70
2,9320, Note_on_c,0,49,67
2,9360, Control_c,0,64,72
2,9376, Control_c,0,64,127
2,9384, Note_on_c,0,53,0
2,9400, Note_on_c,0,37,0
2,9408, Note_on_c,0,56,0
2,9412, Note_on_c,0,49,0
2,9432, Note_on_c,0,61,0
2,9564, Note_on_c,0,65,0
2,9864, Note_on_c,0,77,96
2,9868, Note_on_c,0,68,76
2,9868, Note_on_c,0,73,72
2,9872, Note_on_c,0,65,82
2,9876, Note_on_c,0,61,61
2,9880, Note_on_c,0,49,70
2,9880, Note_on_c,0,56,54
2,9884, Note_on_c,0,53,56
2,9912, Note_on_c,0,53,0
2,9924, Note_on_c,0,49,0
2,9928, Note_on_c,0,65,0
2,9940, Note_on_c,0,68,0
2,9944, Note_on_c,0,61,0
2,9944, Note_on_c,0,56,0
2,9956, Note_on_c,0,73,0
2,9996, Note_on_c,0,77,0
2,10428, Note_on_c,0,101,93
2,10428, Note_on_c,0,97,77
2,10428, Note_on_c,0,92,75
2,10436, Note_on_c,0,89,84
2,10436, Note_on_c,0,85,60
2,10444, Note_on_c,0,80,58
2,10448, Note_on_c,0,77,60
2,10448, Note_on_c,0,73,65
2,10488, Note_on_c,0,77,0
2,10500, Note_on_c,0,85,0
2,10508, Note_on_c,0,80,0
2,10512, Note_on_c,0,89,0
2,10512, Note_on_c,0,101,0
2,10516, Note_on_c,0,73,0
2,10524, Note_on_c,0,97,0
2,10532, Note_on_c,0,92,0
2,11004, Control_c,0,64,40
2,11012, Note_on_c,0,56,78
2,11016, Note_on_c,0,65,94
2,11016, Note_on_c,0,61,76
2,11020, Note_on_c,0,53,87
2,11020, Control_c,0,64,0
2,11024, Note_on_c,0,37,70
2,11024, Note_on_c,0,49,71
2,11044, Note_on_c,0,44,54
2,11072, Note_on_c,0,44,0
2,11092, Note_on_c,0,53,0
2,11096, Note_on_c,0,37,0
2,11096, Note_on_c,0,49,0
2,11096, Control_c,0,64,56
2,11112, Control_c,0,64,127
2,11124, Note_on_c,0,56,0
2,11144, Note_on_c,0,61,0
2,11172, Note_on_c,0,65,0
2,11584, Note_on_c,0,77,96
2,11584, Note_on_c,0,68,70
2,11588, Note_on_c,0,65,78
2,11588, Note_on_c,0,73,65
2,11592, Note_on_c,0,61,55
2,11596, Note_on_c,0,49,61
2,11600, Note_on_c,0,56,45
2,11608, Note_on_c,0,53,48
2,11640, Note_on_c,0,53,0
2,11640, Note_on_c,0,56,0
2,11644, Note_on_c,0,65,0
2,11652, Note_on_c,0,49,0
2,11656, Note_on_c,0,68,0
